"cidade","hanseniase"
"352070 Indiaporã",9
"352090 Ipaussu",1
"352100 Iperó",5
"352110 Ipeúna",1
"352115 Ipiguá",1
"352130 Ipuã",4
"352140 Iracemápolis",3
"352150 Irapuã",2
"352160 Irapuru",4
"352170 Itaberá",3
"352190 Itajobi",12
"352200 Itaju",1
"352210 Itanhaém",10
"352220 Itapecerica da Serra",15
"352230 Itapetininga",16
"352240 Itapeva",8
"352250 Itapevi",22
"352260 Itapira",6
"352265 Itapirapuã Paulista",1
"352270 Itápolis",3
"352290 Itapuí",3
"352300 Itapura",2
"352310 Itaquaquecetuba",32
"352320 Itararé",2
"352340 Itatiba",8
"352350 Itatinga",1
"352360 Itirapina",3
"352370 Itirapuã",1
"352380 Itobi",1
"352390 Itu",48
"352400 Itupeva",6
"352410 Ituverava",26
"352420 Jaborandi",6
"352430 Jaboticabal",11
"352440 Jacareí",27
"352450 Jaci",2
"352460 Jacupiranga",1
"352470 Jaguariúna",14
"352480 Jales",21
"352500 Jandira",9
"352510 Jardinópolis",163
"352520 Jarinu",3
"352530 Jaú",14
"352540 Jeriquara",1
"352550 Joanópolis",1
"352570 José Bonifácio",32
"352585 Jumirim",1
"352590 Jundiaí",45
"352600 Junqueirópolis",9
"352610 Juquiá",8
"352620 Juquitiba",7
"352630 Lagoinha",2
"352640 Laranjal Paulista",2
"352650 Lavínia",6
"352670 Leme",79
"352680 Lençóis Paulista",8
"352690 Limeira",50
"352710 Lins",5
"352720 Lorena",22
"352730 Louveira",14
"352740 Lucélia",7
"352760 Luís Antônio",3
"352770 Luiziânia",2
"352790 Lutécia",1
"352820 Macedônia",4
"352840 Mairinque",9
"352850 Mairiporã",7
"352870 Marabá Paulista",4
"352880 Maracaí",5
"352900 Marília",24
"352910 Marinópolis",1
"352920 Martinópolis",3
"352930 Matão",7
"352940 Mauá",28
"352950 Mendonça",4
"352960 Meridiano",6
"352965 Mesópolis",3
"352970 Miguelópolis",21
"352980 Mineiros do Tietê",1
"353000 Mira Estrela",4
"352990 Miracatu",3
"353010 Mirandópolis",10
"353020 Mirante do Paranapanema",7
"353030 Mirassol",31
"353040 Mirassolândia",5
"353050 Mococa",17
"353060 Mogi das Cruzes",103
"353070 Mogi Guaçu",8
"353080 Mogi Mirim",6
"353090 Mombuca",1
"353100 Monções",1
"353110 Mongaguá",14
"353130 Monte Alto",11
"353140 Monte Aprazível",7
"353150 Monte Azul Paulista",8
"353160 Monte Castelo",3
"353180 Monte Mor",21
"353170 Monteiro Lobato",1
"353190 Morro Agudo",9
"353200 Morungaba",2
"353205 Motuca",2
"353210 Murutinga do Sul",2
"353215 Nantes",1
"353220 Narandiba",1
"353240 Nazaré Paulista",3
"353260 Nhandeara",10
"353280 Nova Aliança",6
"353282 Nova Campina",2
"353284 Nova Canaã Paulista",1
"353290 Nova Europa",3
"353300 Nova Granada",1
"353320 Nova Independência",2
"353340 Nova Odessa",2
"353325 Novais",1
"353350 Novo Horizonte",12
"353360 Nuporanga",1
"353370 Ocauçu",1
"353390 Olímpia",28
"353400 Onda Verde",1
"353410 Oriente",2
"353420 Orindiúva",8
"353430 Orlândia",21
"353440 Osasco",81
"353450 Oscar Bressane",1
"353460 Osvaldo Cruz",40
"353470 Ourinhos",14
"353480 Ouro Verde",10
"353475 Ouroeste",8
"353490 Pacaembu",5
"353500 Palestina",1
"353510 Palmares Paulista",2
"353530 Palmital",11
"353540 Panorama",8
"353550 Paraguaçu Paulista",6
"353580 Paranapanema",6
"353600 Parapuã",8
"353620 Pariquera-Açu",2
"353625 Parisi",4
"353630 Patrocínio Paulista",3
"353640 Paulicéia",2
"353650 Paulínia",14
"353660 Paulo de Faria",19
"353670 Pederneiras",5
"353690 Pedranópolis",2
"353700 Pedregulho",3
"353710 Pedreira",7
"353720 Pedro de Toledo",1
"353730 Penápolis",10
"353740 Pereira Barreto",4
"353760 Peruíbe",22
"353770 Piacatu",3
"353780 Piedade",1
"353790 Pilar do Sul",2
"353800 Pindamonhangaba",25
"353810 Pindorama",3
"353820 Pinhalzinho",1
"353830 Piquerobi",2
"353850 Piquete",1
"353860 Piracaia",2
"353870 Piracicaba",63
"353880 Piraju",1
"353890 Pirajuí",6
"353900 Pirangi",2
"353910 Pirapora do Bom Jesus",2
"353920 Pirapozinho",21
"353930 Pirassununga",12
"353950 Pitangueiras",27
"353960 Planalto",1
"353980 Poá",5
"354000 Pompéia",5
"354020 Pontal",43
"354025 Pontalinda",1
"354030 Pontes Gestal",1
"354040 Populina",4
"354050 Porangaba",5
"354060 Porto Feliz",16
"354070 Porto Ferreira",12
"354075 Potim",3
"354080 Potirendaba",2
"354085 Pracinha",2
"354090 Pradópolis",8
"354100 Praia Grande",92
"354105 Pratânia",9
"354110 Presidente Alves",1
"354120 Presidente Bernardes",6
"354130 Presidente Epitácio",18
"354140 Presidente Prudente",61
"354150 Presidente Venceslau",30
"354160 Promissão",3
"354165 Quadra",1
"354170 Quatá",4
"354190 Queluz",1
"354200 Quintana",5
"354220 Rancharia",4
"354240 Regente Feijó",9
"354250 Reginópolis",1
"354260 Registro",27
"354270 Restinga",4
"354290 Ribeirão Bonito",1
"354300 Ribeirão Branco",1
"354310 Ribeirão Corrente",4
"354323 Ribeirão dos Índios",1
"354330 Ribeirão Pires",5
"354340 Ribeirão Preto",457
"354360 Rifaina",1
"354370 Rincão",6
"354380 Rinópolis",47
"354390 Rio Claro",33
"354400 Rio das Pedras",12
"354410 Rio Grande da Serra",3
"354420 Riolândia",9
"354425 Rosana",8
"354440 Rubiácea",1
"354450 Rubinéia",2
"354480 Sales",2
"354490 Sales Oliveira",4
"354500 Salesópolis",2
"354510 Salmourão",3
"354515 Saltinho",5
"354520 Salto",25
"354530 Salto de Pirapora",8
"354540 Salto Grande",2
"354550 Sandovalina",3
"354560 Santa Adélia",7
"354580 Santa Bárbara d'Oeste",36
"354625 Santa Cruz da Esperança",3
"354630 Santa Cruz das Palmeiras",4
"354640 Santa Cruz do Rio Pardo",6
"354660 Santa Fé do Sul",40
"354670 Santa Gertrudes",4
"354680 Santa Isabel",10
"354690 Santa Lúcia",3
"354700 Santa Maria da Serra",1
"354710 Santa Mercedes",2
"354750 Santa Rita do Passa Quatro",16
"354760 Santa Rosa de Viterbo",6
"354720 Santana da Ponte Pensa",1
"354730 Santana de Parnaíba",15
"354770 Santo Anastácio",22
"354780 Santo André",51
"354790 Santo Antônio da Alegria",1
"354800 Santo Antônio de Posse",13
"354805 Santo Antônio do Aracanguá",5
"354840 Santópolis do Aguapeí",1
"354850 Santos",37
"354870 São Bernardo do Campo",101
"354880 São Caetano do Sul",4
"354890 São Carlos",29
"354900 São Francisco",1
"354910 São João da Boa Vista",2
"354920 São João das Duas Pontes",15
"354925 São João de Iracema",4
"354930 São João do Pau d'Alho",1
"354940 São Joaquim da Barra",16
"354950 São José da Bela Vista",4
"354970 São José do Rio Pardo",2
"354980 São José do Rio Preto",144
"354990 São José dos Campos",80
"354995 São Lourenço da Serra",1
"355000 São Luís do Paraitinga",5
"355010 São Manuel",1
"355020 São Miguel Arcanjo",2
"355030 São Paulo",978
"355040 São Pedro",6
"355050 São Pedro do Turvo",3
"355070 São Sebastião",43
"355090 São Simão",4
"355100 São Vicente",55
"355110 Sarapuí",2
"355120 Sarutaiá",1
"355130 Sebastianópolis do Sul",1
"355140 Serra Azul",4
"355160 Serra Negra",2
"355150 Serrana",37
"355170 Sertãozinho",89
"355180 Sete Barras",3
"355190 Severínia",16
"355210 Socorro",3
"355220 Sorocaba",446
"355230 Sud Mennucci",7
"355240 Sumaré",46
"355255 Suzanápolis",1
"355250 Suzano",33
"355260 Tabapuã",3
"355270 Tabatinga",4
"355280 Taboão da Serra",23
"355290 Taciba",1
"355300 Taguaí",1
"355310 Taiaçu",3
"355320 Taiúva",2
"355330 Tambaú",5
"355340 Tanabi",18
"355350 Tapiraí",1
"355365 Taquaral",3
"355370 Taquaritinga",16
"355380 Taquarituba",5
"355385 Taquarivaí",3
"355390 Tarabai",1
"355395 Tarumã",2
"355400 Tatuí",14
"355410 Taubaté",83
"355420 Tejupá",1
"355430 Teodoro Sampaio",11
"355440 Terra Roxa",9
"355450 Tietê",4
"355465 Torre de Pedra",2
"355480 Tremembé",10
"355490 Três Fronteiras",3
"355495 Tuiuti",2
"355500 Tupã",17
"355510 Tupi Paulista",10
"355530 Turmalina",2
"355535 Ubarana",13
"355540 Ubatuba",57
"355550 Ubirajara",4
"355560 Uchoa",1
"355570 União Paulista",3
"355580 Urânia",2
"355600 Urupês",3
"355610 Valentim Gentil",5
"355620 Valinhos",9
"355630 Valparaíso",9
"355635 Vargem",1
"355640 Vargem Grande do Sul",7
"355645 Vargem Grande Paulista",2
"355650 Várzea Paulista",12
"355660 Vera Cruz",1
"355670 Vinhedo",9
"355680 Viradouro",3
"355690 Vista Alegre do Alto",2
"355695 Vitória Brasil",2
"355700 Votorantim",9
"355710 Votuporanga",44
"410010 Abatiá",3
"410020 Adrianópolis",1
"410030 Agudos do Sul",4
"410040 Almirante Tamandaré",27
"410045 Altamira do Paraná",7
"412862 Alto Paraíso",3
"410060 Alto Paraná",7
"410070 Alto Piquiri",2
"410050 Altônia",3
"410080 Alvorada do Sul",4
"410090 Amaporã",2
"410100 Ampére",10
"410110 Andirá",27
"410115 Ângulo",1
"410120 Antonina",6
"410130 Antônio Olinto",4
"410140 Apucarana",32
"410150 Arapongas",22
"410160 Arapoti",5
"410165 Arapuã",2
"410170 Araruna",7
"410180 Araucária",30
"410185 Ariranha do Ivaí",2
"410190 Assaí",7
"410200 Assis Chateaubriand",11
"410210 Astorga",9
"410220 Atalaia",1
"410230 Balsa Nova",3
"410240 Bandeirantes",20
"410250 Barbosa Ferraz",19
"410270 Barra do Jacaré",2
"410260 Barracão",4
"410275 Bela Vista da Caroba",1
"410280 Bela Vista do Paraíso",8
"410290 Bituruna",2
"410300 Boa Esperança",1
"410302 Boa Esperança do Iguaçu",1
"410304 Boa Ventura de São Roque",1
"410305 Boa Vista da Aparecida",10
"410310 Bocaiúva do Sul",5
"410320 Bom Sucesso",3
"410322 Bom Sucesso do Sul",2
"410330 Borrazópolis",4
"410337 Brasilândia do Sul",4
"410345 Cafelândia",8
"410350 Califórnia",7
"410360 Cambará",14
"410370 Cambé",18
"410390 Campina da Lagoa",9
"410400 Campina Grande do Sul",10
"410405 Campo Bonito",1
"410410 Campo do Tenente",2
"410420 Campo Largo",7
"410425 Campo Magro",8
"410430 Campo Mourão",34
"410440 Cândido de Abreu",16
"410442 Candói",8
"410445 Cantagalo",10
"410450 Capanema",11
"410460 Capitão Leônidas Marques",9
"410465 Carambeí",9
"410470 Carlópolis",1
"410480 Cascavel",135
"410490 Castro",43
"410500 Catanduvas",6
"410510 Centenário do Sul",9
"410520 Cerro Azul",3
"410530 Céu Azul",3
"410540 Chopinzinho",9
"410550 Cianorte",30
"410560 Cidade Gaúcha",4
"410570 Clevelândia",11
"410580 Colombo",44
"410590 Colorado",15
"410600 Congonhinhas",4
"410610 Conselheiro Mairinck",2
"410620 Contenda",3
"410630 Corbélia",6
"410640 Cornélio Procópio",11
"410645 Coronel Domingos Soares",3
"410650 Coronel Vivida",2
"410655 Corumbataí do Sul",4
"410657 Cruzeiro do Iguaçu",7
"410660 Cruzeiro do Oeste",27
"410670 Cruzeiro do Sul",1
"410690 Curitiba",203
"410700 Curiúva",2
"410715 Diamante D'Oeste",7
"410710 Diamante do Norte",5
"410712 Diamante do Sul",3
"410720 Dois Vizinhos",21
"410725 Douradina",2
"412863 Doutor Ulysses",7
"410750 Engenheiro Beltrão",3
"410753 Entre Rios do Oeste",2
"410754 Espigão Alto do Iguaçu",1
"410755 Farol",3
"410760 Faxinal",9
"410765 Fazenda Rio Grande",22
"410770 Fênix",4
"410773 Fernandes Pinheiro",5
"410775 Figueira",2
"410785 Flor da Serra do Sul",2
"410800 Florestópolis",7
"410830 Foz do Iguaçu",161
"410832 Francisco Alves",1
"410840 Francisco Beltrão",52
"410855 Godoy Moreira",4
"410860 Goioerê",8
"410865 Goioxim",6
"410870 Grandes Rios",9
"410880 Guaíra",42
"410890 Guairaçá",1
"410895 Guamiranga",2
"410900 Guapirama",3
"410930 Guaraniaçu",4
"410940 Guarapuava",84
"410950 Guaraqueçaba",6
"410960 Guaratuba",18
"410970 Ibaiti",24
"410975 Ibema",7
"410980 Ibiporã",32
"410990 Icaraíma",5
"411000 Iguaraçu",2
"411005 Iguatu",1
"411007 Imbaú",7
"411010 Imbituva",18
"411020 Inácio Martins",4
"411030 Inajá",4
"411050 Ipiranga",2
"411060 Iporã",8
"411065 Iracema do Oeste",1
"411070 Irati",5
"411080 Iretama",14
"411090 Itaguajé",4
"411095 Itaipulândia",10
"411100 Itambaracá",2
"411110 Itambé",1
"411120 Itapejara d'Oeste",6
"411125 Itaperuçu",3
"411130 Itaúna do Sul",2
"411140 Ivaí",7
"411150 Ivaiporã",21
"411155 Ivaté",5
"411160 Ivatuba",2
"411180 Jacarezinho",26
"411190 Jaguapitã",8
"411200 Jaguariaíva",7
"411210 Jandaia do Sul",5
"411220 Janiópolis",3
"411230 Japira",1
"411240 Japurá",4
"411250 Jardim Alegre",3
"411260 Jardim Olinda",3
"411270 Jataizinho",23
"411275 Jesuítas",5
"411280 Joaquim Távora",1
"411295 Juranda",2
"411300 Jussara",1
"411310 Kaloré",5
"411320 Lapa",6
"411325 Laranjal",4
"411330 Laranjeiras do Sul",44
"411340 Leópolis",7
"411342 Lidianópolis",5
"411345 Lindoeste",1
"411350 Loanda",13
"411360 Lobato",1
"411370 Londrina",186
"411373 Luiziana",4
"411375 Lunardelli",2
"411380 Lupionópolis",1
"411400 Mamborê",6
"411410 Mandaguaçu",4
"411420 Mandaguari",9
"411430 Mandirituba",6
"411435 Manfrinópolis",1
"411440 Mangueirinha",4
"411450 Manoel Ribas",9
"411460 Marechal Cândido Rondon",35
"411480 Marialva",10
"411500 Marilena",11
"411510 Mariluz",6
"411520 Maringá",98
"411530 Mariópolis",1
"411535 Maripá",1
"411540 Marmeleiro",7
"411545 Marquinho",2
"411550 Marumbi",1
"411560 Matelândia",16
"411570 Matinhos",11
"411573 Mato Rico",5
"411575 Mauá da Serra",5
"411580 Medianeira",32
"411585 Mercedes",6
"411590 Mirador",2
"411605 Missal",6
"411610 Moreira Sales",3
"411620 Morretes",6
"411630 Munhoz de Melo",2
"411640 Nossa Senhora das Graças",3
"411670 Nova Aurora",7
"411680 Nova Cantu",6
"411690 Nova Esperança",14
"411700 Nova Fátima",3
"411705 Nova Laranjeiras",3
"411710 Nova Londrina",2
"411720 Nova Olímpia",3
"411725 Nova Prata do Iguaçu",10
"411722 Nova Santa Rosa",1
"411727 Nova Tebas",6
"411730 Ortigueira",8
"411745 Ouro Verde do Oeste",4
"411750 Paiçandu",7
"411760 Palmas",2
"411770 Palmeira",12
"411780 Palmital",15
"411790 Palotina",11
"411800 Paraíso do Norte",6
"411810 Paranacity",5
"411820 Paranaguá",33
"411830 Paranapoema",1
"411840 Paranavaí",46
"411845 Pato Bragado",6
"411850 Pato Branco",16
"411870 Paulo Frontin",3
"411880 Peabiru",7
"411885 Perobal",1
"411890 Pérola",5
"411900 Pérola d'Oeste",2
"411910 Piên",1
"411915 Pinhais",13
"411920 Pinhalão",3
"411930 Pinhão",21
"411940 Piraí do Sul",9
"411950 Piraquara",53
"411960 Pitanga",18
"411965 Pitangueiras",1
"411970 Planaltina do Paraná",1
"411980 Planalto",6
"411990 Ponta Grossa",85
"411995 Pontal do Paraná",15
"412000 Porecatu",10
"412010 Porto Amazonas",3
"412015 Porto Barreiro",1
"412020 Porto Rico",1
"412030 Porto Vitória",1
"412035 Pranchita",2
"412050 Primeiro de Maio",13
"412060 Prudentópolis",35
"412065 Quarto Centenário",4
"412070 Quatiguá",2
"412080 Quatro Barras",5
"412090 Quedas do Iguaçu",22
"412100 Querência do Norte",11
"412125 Ramilândia",5
"412130 Rancho Alegre",14
"412135 Rancho Alegre D'Oeste",3
"412140 Realeza",7
"412150 Rebouças",2
"412160 Renascença",7
"412170 Reserva",22
"412175 Reserva do Iguaçu",3
"412180 Ribeirão Claro",2
"412190 Ribeirão do Pinhal",11
"412200 Rio Azul",2
"412210 Rio Bom",1
"412215 Rio Bonito do Iguaçu",14
"412217 Rio Branco do Ivaí",3
"412220 Rio Branco do Sul",14
"412230 Rio Negro",5
"412240 Rolândia",24
"412250 Roncador",16
"412260 Rondon",6
"412265 Rosário do Ivaí",6
"412270 Sabáudia",1
"412280 Salgado Filho",9
"412290 Salto do Itararé",2
"412300 Salto do Lontra",2
"412310 Santa Amélia",9
"412320 Santa Cecília do Pavão",4
"412330 Santa Cruz de Monte Castelo",3
"412340 Santa Fé",1
"412350 Santa Helena",28
"412370 Santa Isabel do Ivaí",2
"412380 Santa Izabel do Oeste",1
"412382 Santa Lúcia",3
"412385 Santa Maria do Oeste",16
"412390 Santa Mariana",11
"412395 Santa Mônica",11
"412402 Santa Tereza do Oeste",4
"412405 Santa Terezinha de Itaipu",16
"412400 Santana do Itararé",1
"412410 Santo Antônio da Platina",31
"412430 Santo Antônio do Paraíso",2
"412440 Santo Antônio do Sudoeste",11
"412450 Santo Inácio",1
"412460 São Carlos do Ivaí",2
"412470 São Jerônimo da Serra",8
"412480 São João",1
"412490 São João do Caiuá",5
"412500 São João do Ivaí",4
"412510 São João do Triunfo",3
"412520 São Jorge d'Oeste",3
"412535 São Jorge do Patrocínio",2
"412540 São José da Boa Vista",1
"412545 São José das Palmeiras",2
"412550 São José dos Pinhais",37
"412560 São Mateus do Sul",15
"412570 São Miguel do Iguaçu",20
"412575 São Pedro do Iguaçu",4
"412580 São Pedro do Ivaí",3
"412590 São Pedro do Paraná",2
"412600 São Sebastião da Amoreira",3
"412610 São Tomé",5
"412620 Sapopema",4
"412625 Sarandi",24
"412630 Sengés",2
"412635 Serranópolis do Iguaçu",8
"412640 Sertaneja",3
"412650 Sertanópolis",15
"412660 Siqueira Campos",6
"412667 Tamarana",11
"412670 Tamboara",8
"412680 Tapejara",13
"412690 Tapira",5
"412700 Teixeira Soares",2
"412710 Telêmaco Borba",25
"412720 Terra Boa",6
"412730 Terra Rica",6
"412740 Terra Roxa",13
"412750 Tibagi",11
"412770 Toledo",78
"412780 Tomazina",2
"412785 Três Barras do Paraná",12
"412788 Tunas do Paraná",1
"412790 Tuneiras do Oeste",2
"412795 Tupãssi",11
"412796 Turvo",9
"412800 Ubiratã",8
"412810 Umuarama",52
"412820 União da Vitória",25
"412830 Uniflor",1
"412840 Uraí",13
"412853 Ventania",2
"412855 Vera Cruz do Oeste",2
"412860 Verê",1
"412865 Virmond",2
"412870 Vitorino",5
"412850 Wenceslau Braz",5
"420010 Abelardo Luz",1
"420040 Água Doce",6
"420080 Anchieta",22
"420090 Angelina",1
"420100 Anita Garibaldi",1
"420125 Apiúna",1
"420130 Araquari",7
"420140 Araranguá",2
"420165 Arvoredo",1
"420170 Ascurra",1
"420180 Atalanta",1
"420205 Balneário Barra do Sul",8
"420200 Balneário Camboriú",15
"421280 Balneário Piçarras",6
"420210 Barra Velha",5
"420215 Belmonte",3
"420220 Benedito Novo",1
"420230 Biguaçu",12
"420240 Blumenau",27
"420250 Bom Jardim da Serra",1
"420260 Bom Retiro",1
"420245 Bombinhas",2
"420270 Botuverá",2
"420290 Brusque",18
"420300 Caçador",18
"420310 Caibi",3
"420320 Camboriú",7
"420350 Campo Erê",5
"420360 Campos Novos",2
"420370 Canelinha",3
"420380 Canoinhas",14
"420400 Catanduvas",2
"420420 Chapecó",48
"420430 Concórdia",11
"420450 Corupá",1
"420460 Criciúma",15
"420470 Cunha Porã",1
"420490 Descanso",1
"420500 Dionísio Cerqueira",4
"420530 Faxinal dos Guedes",1
"420535 Flor do Sertão",3
"420540 Florianópolis",52
"420543 Formosa do Sul",1
"420550 Fraiburgo",6
"420570 Garopaba",3
"420580 Garuva",6
"420590 Gaspar",14
"420610 Grão Pará",1
"420630 Guabiruba",2
"420640 Guaraciaba",4
"420650 Guaramirim",6
"420665 Guatambú",1
"420670 Herval d'Oeste",1
"420690 Ibirama",1
"420700 Içara",2
"420710 Ilhota",3
"420730 Imbituba",4
"420750 Indaial",5
"420760 Ipira",1
"420765 Iporã do Oeste",1
"420768 Ipuaçu",1
"420775 Iraceminha",2
"420780 Irani",3
"420790 Irineópolis",1
"420800 Itá",1
"420810 Itaiópolis",4
"420820 Itajaí",33
"420830 Itapema",12
"420840 Itapiranga",4
"420845 Itapoá",3
"420850 Ituporanga",1
"420880 Jaguaruna",1
"420890 Jaraguá do Sul",19
"420900 Joaçaba",2
"420910 Joinville",99
"420920 Lacerdópolis",1
"420930 Lages",12
"420940 Laguna",3
"420950 Laurentino",1
"420960 Lauro Muller",1
"420970 Lebon Régis",7
"420990 Lontras",1
"421000 Luiz Alves",2
"421005 Macieira",1
"421010 Mafra",2
"421030 Major Vieira",1
"421050 Maravilha",20
"421060 Massaranduba",2
"421070 Matos Costa",1
"421090 Modelo",4
"421100 Mondaí",2
"421105 Monte Carlo",5
"421110 Monte Castelo",2
"421130 Navegantes",13
"421150 Nova Trento",1
"421160 Nova Veneza",1
"421165 Novo Horizonte",1
"421180 Ouro",1
"421190 Palhoça",21
"421200 Palma Sola",3
"421210 Palmitos",1
"421220 Papanduva",3
"421223 Paraíso",3
"421230 Paulo Lopes",1
"421250 Penha",6
"421265 Pescaria Brava",2
"421270 Petrolândia",1
"421290 Pinhalzinho",5
"421300 Pinheiro Preto",1
"421310 Piratuba",1
"421320 Pomerode",7
"421340 Ponte Serrada",1
"421350 Porto Belo",3
"421360 Porto União",11
"421415 Princesa",4
"421420 Quilombo",3
"421480 Rio do Sul",5
"421500 Rio Negrinho",3
"421507 Riqueza",3
"421520 Romelândia",5
"421530 Salete",2
"421540 Salto Veloso",2
"421545 Sangão",1
"421567 Santa Terezinha",1
"421568 Santa Terezinha do Progresso",1
"421570 Santo Amaro da Imperatriz",2
"421580 São Bento do Sul",2
"421600 São Carlos",12
"421605 São Cristovão do Sul",1
"421610 São Domingos",2
"421620 São Francisco do Sul",5
"421630 São João Batista",3
"421635 São João do Itaperiú",1
"421625 São João do Oeste",2
"421650 São Joaquim",3
"421660 São José",19
"421670 São José do Cedro",6
"421680 São José do Cerrito",1
"421690 São Lourenço do Oeste",3
"421715 São Miguel da Boa Vista",2
"421720 São Miguel do Oeste",9
"421725 São Pedro de Alcântara",2
"421730 Saudades",1
"421740 Schroeder",4
"421750 Seara",3
"421760 Siderópolis",1
"421770 Sombrio",1
"421775 Sul Brasil",1
"421780 Taió",1
"421795 Tigrinhos",3
"421800 Tijucas",5
"421820 Timbó",4
"421825 Timbó Grande",1
"421830 Três Barras",26
"421860 Trombudo Central",1
"421870 Tubarão",5
"421875 Tunápolis",1
"421885 União do Oeste",3
"421895 Urupema",1
"421920 Vidal Ramos",1
"421930 Videira",23
"421935 Vitor Meireles",1
"421950 Xanxerê",7
"421960 Xavantina",1
"421970 Xaxim",14
"421985 Zortéa",2
"430010 Agudo",1
"430020 Ajuricaba",1
"430030 Alecrim",3
"430040 Alegrete",5
"430045 Alegria",1
"430060 Alvorada",2
"430070 Anta Gorda",1
"430087 Araricá",1
"430100 Arroio do Meio",5
"430110 Arroio dos Ratos",1
"430150 Augusto Pestana",1
"430160 Bagé",3
"430185 Barra do Guarita",1
"430187 Barra do Quaraí",2
"430190 Barra do Ribeiro",2
"430210 Bento Gonçalves",4
"430223 Boa Vista do Incra",1
"430235 Bom Princípio",1
"430237 Bom Progresso",3
"430250 Bossoroca",1
"430270 Butiá",1
"430280 Caçapava do Sul",1
"430300 Cachoeira do Sul",14
"430310 Cachoeirinha",2
"430330 Caibaté",1
"430360 Cambará do Sul",1
"430367 Campestre da Serra",1
"430370 Campina das Missões",1
"430390 Campo Bom",3
"430400 Campo Novo",1
"430420 Candelária",10
"430430 Cândido Godói",1
"430435 Candiota",2
"430460 Canoas",6
"430463 Capão da Canoa",2
"430466 Capão do Leão",1
"430471 Caraá",1
"430470 Carazinho",4
"430480 Carlos Barbosa",4
"430510 Caxias do Sul",9
"430517 Cerro Grande do Sul",1
"430520 Cerro Largo",4
"430535 Charqueadas",3
"430537 Charrua",1
"430595 Cotiporã",2
"430607 Cristal do Sul",1
"430610 Cruz Alta",4
"430620 Cruzeiro do Sul",1
"430632 Derrubadas",1
"430635 Dezesseis de Novembro",1
"430640 Dois Irmãos",3
"430660 Dom Pedrito",2
"430673 Doutor Maurício Cardoso",1
"430676 Eldorado do Sul",2
"430700 Erechim",9
"430720 Erval Grande",4
"430750 Espumoso",1
"430760 Estância Velha",6
"430770 Esteio",3
"430790 Farroupilha",2
"430840 Formigueiro",2
"430850 Frederico Westphalen",20
"430870 Gaurama",1
"430890 Getúlio Vargas",1
"430910 Gramado",1
"430920 Gravataí",7
"430930 Guaíba",6
"430970 Humaitá",1
"431010 Igrejinha",4
"431020 Ijuí",11
"431033 Imbé",3
"431060 Itaqui",15
"431070 Itatiba do Sul",1
"431080 Ivoti",2
"431100 Jaguarão",1
"431110 Jaguari",1
"431112 Jaquirana",2
"431120 Júlio de Castilhos",2
"431130 Lagoa Vermelha",1
"431125 Lagoão",1
"431140 Lajeado",6
"431142 Lajeado do Bugre",4
"431150 Lavras do Sul",2
"431162 Lindolfo Collor",1
"431175 Manoel Viana",5
"431177 Maquiné",5
"431180 Marau",4
"431210 Mata",3
"431213 Mato Castelhano",4
"431215 Mato Leitão",1
"431217 Mato Queimado",4
"431240 Montenegro",3
"431244 Morrinhos do Sul",2
"431250 Mostardas",1
"431265 Não-Me-Toque",3
"431270 Nonoai",3
"431320 Nova Petrópolis",1
"431340 Novo Hamburgo",13
"431342 Novo Machado",1
"431350 Osório",5
"431370 Palmeira das Missões",21
"431380 Palmitinho",2
"431405 Parobé",3
"431410 Passo Fundo",15
"431415 Paverama",1
"431417 Pedras Altas",1
"431440 Pelotas",3
"431454 Pinto Bandeira",1
"431460 Piratini",1
"431480 Portão",4
"431490 Porto Alegre",68
"431505 Porto Mauá",1
"431510 Porto Xavier",1
"431515 Progresso",1
"431530 Quaraí",11
"431532 Quevedos",1
"431535 Quinze de Novembro",3
"431550 Restinga Seca",3
"431555 Rio dos Índios",1
"431560 Rio Grande",9
"431570 Rio Pardo",2
"431595 Rolador",1
"431630 Roque Gonzales",1
"431640 Rosário do Sul",7
"431647 Salvador das Missões",1
"431710 Sant'Ana do Livramento",8
"431670 Santa Bárbara do Sul",5
"431675 Santa Clara do Sul",1
"431680 Santa Cruz do Sul",6
"431690 Santa Maria",9
"431720 Santa Rosa",14
"431730 Santa Vitória do Palmar",3
"431740 Santiago",5
"431750 Santo Ângelo",11
"431775 Santo Antônio do Planalto",1
"431790 Santo Cristo",3
"431800 São Borja",25
"431805 São Domingos do Sul",1
"431810 São Francisco de Assis",2
"431848 São José do Hortêncio",1
"431850 São José do Norte",2
"431870 São Leopoldo",21
"431890 São Luiz Gonzaga",9
"431900 São Marcos",4
"431930 São Paulo das Missões",1
"431940 São Pedro do Sul",1
"431980 São Vicente do Sul",1
"431990 Sapiranga",7
"432000 Sapucaia do Sul",12
"432010 Sarandi",1
"432020 Seberi",6
"432023 Sede Nova",1
"432026 Segredo",1
"432065 Silveira Martins",1
"432067 Sinimbu",10
"432070 Sobradinho",1
"432080 Soledade",1
"432090 Tapejara",5
"432100 Tapera",1
"432110 Tapes",1
"432120 Taquara",1
"432140 Tenente Portela",3
"432145 Teutônia",2
"432150 Torres",1
"432170 Três Coroas",1
"432180 Três de Maio",4
"432190 Três Passos",12
"432200 Triunfo",1
"432210 Tucunduva",1
"432230 Tuparendi",8
"432240 Uruguaiana",41
"432250 Vacaria",6
"432260 Venâncio Aires",12
"432270 Vera Cruz",2
